Symbol,Count,Frequency,MedianOccurence,MinOccurence
 Dieu ,248,0.026473693368446558,856.5,28.0
 cela ,248,0.026473693368446558,1669.0,60.0
aucune,248,0.026473693368446558,1521.5,14.0
"
que ",246,0.026260195841281666,2046.0,70.0
es et ,244,0.026046698314116774,2091.5,33.0
ue nou,244,0.026046698314116774,626.0,20.0
vérité,242,0.025833200786951886,1568.5,26.0
es que,242,0.025833200786951886,1965.0,10.0
a natu,242,0.025833200786951886,1251.5,20.0
t être,242,0.025833200786951886,1801.0,42.0
tion d,240,0.025619703259786995,2247.5,43.0
ection,240,0.025619703259786995,1149.0,32.0
s autr,237,0.025299456969039655,2046.0,47.0
par le,236,0.02519270820545721,1877.5,13.0
e de c,236,0.02519270820545721,2048.5,28.0
 elle ,235,0.025085959441874764,1380.0,13.0
seulem,235,0.025085959441874764,1602.0,52.0
euleme,235,0.025085959441874764,1602.0,52.0
ulemen,235,0.025085959441874764,1602.0,52.0
pour l,234,0.02497921067829232,2101.0,15.0
e par ,234,0.02497921067829232,2540.5,22.0
 puiss,234,0.02497921067829232,1359.5,37.0
 faire,234,0.02497921067829232,2063.0,29.0
e peut,232,0.024765713151127428,1379.0,17.0
 j'ai ,232,0.024765713151127428,938.5,32.0
 deux ,231,0.024658964387544984,1729.0,12.0
uelle ,230,0.024552215623962537,1757.0,22.0
 soit ,230,0.024552215623962537,1559.0,10.0
que de,229,0.024445466860380093,2287.0,42.0
 trouv,228,0.024338718096797645,2583.5,40.0
ion de,228,0.024338718096797645,2506.5,41.0
ui est,228,0.024338718096797645,1721.5,18.0
 rien ,227,0.024231969333215198,1811.0,26.0
tement,227,0.024231969333215198,1812.0,22.0
et que,227,0.024231969333215198,2116.0,20.0
ue les,226,0.024125220569632753,2044.0,33.0
on de ,226,0.024125220569632753,2987.5,12.0
us les,226,0.024125220569632753,2014.5,21.0
n'est ,225,0.024018471806050306,1535.0,16.0
 celle,223,0.023804974278885414,2150.0,23.0
 parti,222,0.02369822551530297,1957.0,27.0
ment e,222,0.02369822551530297,1820.0,12.0
 sembl,221,0.023591476751720523,1591.0,67.0
; mais,221,0.023591476751720523,2491.0,81.0
 ainsi,220,0.023484727988138075,2337.5,25.0
"ement,",220,0.023484727988138075,1886.5,29.0
qu'on ,220,0.023484727988138075,1229.0,25.0
il ne ,219,0.02337797922455563,2133.0,24.0
faire ,218,0.023271230460973184,2284.0,29.0
e je n,218,0.023271230460973184,1137.5,33.0
stinct,217,0.02316448169739074,731.0,58.0
ainsi ,217,0.02316448169739074,2145.0,47.0
 des c,217,0.02316448169739074,2741.0,43.0
es aut,217,0.02316448169739074,2409.0,47.0
 disti,215,0.022950984170225848,921.0,58.0
istinc,215,0.022950984170225848,722.0,58.0
s pour,215,0.022950984170225848,2925.0,24.0
n que ,215,0.022950984170225848,2125.0,45.0
 pense,215,0.022950984170225848,978.0,13.0
e vous,215,0.022950984170225848,552.0,7.0
i est ,215,0.022950984170225848,1934.0,8.0
iremen,214,0.022844235406643404,1064.0,44.0
sprit ,212,0.022630737879478512,1725.0,22.0
t une ,212,0.022630737879478512,2881.5,38.0
qui es,212,0.022630737879478512,2000.0,18.0
es par,209,0.022310491588731173,2128.0,18.0
nnoiss,209,0.022310491588731173,1541.0,26.0
de tou,209,0.022310491588731173,2773.0,14.0
 leur ,208,0.022203742825148726,1628.5,13.0
'elle ,208,0.022203742825148726,1308.5,21.0
'est p,207,0.02209699406156628,1830.0,17.0
e cett,207,0.02209699406156628,1937.0,43.0
c'est ,207,0.02209699406156628,1617.0,16.0
aireme,206,0.021990245297983834,1064.0,44.0
ses qu,206,0.021990245297983834,1521.0,53.0
jamais,205,0.02188349653440139,2474.0,41.0
semble,204,0.021776747770818946,2011.0,20.0
la nat,203,0.0216699990072365,1705.0,22.0
 de mo,203,0.0216699990072365,1873.0,11.0
endre ,203,0.0216699990072365,2595.0,24.0
 qu'on,203,0.0216699990072365,1427.0,26.0
t poin,202,0.021563250243654054,2582.0,23.0
ue j'a,202,0.021563250243654054,1294.0,32.0
ment q,202,0.021563250243654054,2194.5,25.0
ertain,202,0.021563250243654054,1581.0,21.0
 de to,201,0.021456501480071607,2836.0,14.0
ature ,200,0.021349752716489163,1378.5,22.0
s des ,200,0.021349752716489163,2446.0,10.0
une ch,200,0.021349752716489163,1145.5,13.0
certai,200,0.021349752716489163,1568.0,21.0
u'il n,199,0.021243003952906715,1751.0,44.0
", comm",199,0.021243003952906715,2585.0,19.0
s plus,198,0.02113625518932427,2008.0,18.0
e quel,197,0.021029506425741824,2434.0,18.0
partie,197,0.021029506425741824,1860.0,27.0
e suis,197,0.021029506425741824,937.0,14.0
t plus,196,0.020922757662159376,2592.0,13.0
'espri,196,0.020922757662159376,1676.5,33.0
claire,196,0.020922757662159376,745.0,46.0
de Die,196,0.020922757662159376,956.0,28.0
 la na,195,0.020816008898576932,1705.0,22.0
t ce q,195,0.020816008898576932,2844.0,18.0
".

",194,0.020709260134994485,1280.5,20.0
ns les,194,0.020709260134994485,2648.0,15.0
tous l,194,0.020709260134994485,2041.0,21.0
 fait ,193,0.02060251137141204,2999.0,38.0
nce de,193,0.02060251137141204,2020.0,22.0
pensée,192,0.020495762607829593,1605.0,15.0
 moins,192,0.020495762607829593,2539.0,13.0
'autre,191,0.02038901384424715,1948.0,18.0
ations,191,0.02038901384424715,1448.0,12.0
artes ,190,0.020282265080664705,763.0,23.0
ction ,190,0.020282265080664705,1720.0,10.0
étoit ,190,0.020282265080664705,959.0,15.0
t pour,190,0.020282265080664705,3176.0,21.0
 dont ,190,0.020282265080664705,3285.5,60.0
 le co,189,0.020175516317082257,1844.0,17.0
t tout,188,0.020068767553499813,2947.5,16.0
que l',188,0.020068767553499813,2047.0,16.0
présen,188,0.020068767553499813,2345.5,25.0
 ne pe,188,0.020068767553499813,1998.0,49.0
ne cho,188,0.020068767553499813,1117.5,24.0
utenbe,187,0.019962018789917366,146.0,14.0
tenber,187,0.019962018789917366,146.0,15.0
enberg,187,0.019962018789917366,146.0,16.0
 sur l,187,0.019962018789917366,1795.0,13.0
que la,187,0.019962018789917366,2770.0,31.0
leurs ,187,0.019962018789917366,2036.0,15.0
aient ,187,0.019962018789917366,749.0,7.0
oses q,187,0.019962018789917366,1457.0,53.0
il y a,186,0.01985527002633492,2551.0,23.0
ce de ,186,0.01985527002633492,2458.5,32.0
t qu'i,186,0.01985527002633492,2361.0,20.0
", et l",185,0.019748521262752474,2329.0,14.0
 pensé,185,0.019748521262752474,1715.0,15.0
 premi,185,0.019748521262752474,2963.0,36.0
ans la,185,0.019748521262752474,2471.0,18.0
 entre,185,0.019748521262752474,2539.0,51.0
ns le ,185,0.019748521262752474,2368.0,25.0
e puis,185,0.019748521262752474,1370.0,10.0
", pour",184,0.019641772499170027,3007.5,11.0
commen,184,0.019641772499170027,3035.0,19.0
ce qu',184,0.019641772499170027,2085.0,27.0
i-même,184,0.019641772499170027,2121.5,10.0
ucune ,184,0.019641772499170027,1837.5,16.0
avoit ,182,0.019428274972005135,991.5,38.0
résent,182,0.019428274972005135,2345.5,25.0
nt les,182,0.019428274972005135,2729.0,20.0
 très ,182,0.019428274972005135,2569.5,13.0
" qui
",181,0.01932152620842269,3097.0,70.0
ndide ,181,0.01932152620842269,505.0,36.0
ue de ,180,0.019214777444840243,2966.5,42.0
 avoir,180,0.019214777444840243,2398.5,19.0
dement,179,0.0191080286812578,1306.0,18.0
 une c,179,0.0191080286812578,1763.0,13.0
 exist,179,0.0191080286812578,812.0,25.0
 de Di,179,0.0191080286812578,1035.0,32.0
le de ,178,0.019001279917675355,2847.0,28.0
 jamai,178,0.019001279917675355,3056.0,41.0
"s.

",178,0.019001279917675355,3170.5,63.0
s sont,178,0.019001279917675355,2410.0,10.0
s par ,177,0.018894531154092908,2926.0,18.0
is que,177,0.018894531154092908,3019.0,42.0
ue tou,176,0.018787782390510464,3403.5,34.0
 conce,176,0.018787782390510464,1268.0,17.0
l'espr,175,0.018681033626928016,1753.0,33.0
elques,175,0.018681033626928016,2969.0,20.0
" des
",174,0.018574284863345572,2886.0,67.0
 l'esp,174,0.018574284863345572,1808.5,33.0
vement,174,0.018574284863345572,1218.0,29.0
t qui ,174,0.018574284863345572,3620.0,67.0
tout c,174,0.018574284863345572,3185.5,24.0
out ce,174,0.018574284863345572,3185.5,24.0
 d'aut,174,0.018574284863345572,1965.5,18.0
xisten,174,0.018574284863345572,910.0,22.0
 clair,174,0.018574284863345572,959.5,46.0
", et d",173,0.018467536099763125,3410.0,14.0
les ch,173,0.018467536099763125,2378.0,64.0
que to,172,0.018360787336180677,3530.0,30.0
amais ,172,0.018360787336180677,2861.5,37.0
sieurs,172,0.018360787336180677,2486.0,18.0
 contr,172,0.018360787336180677,2256.5,14.0
grande,172,0.018360787336180677,3265.5,31.0
laquel,172,0.018360787336180677,1637.5,40.0
aquell,172,0.018360787336180677,1637.5,40.0
lorsqu,171,0.018254038572598233,1732.0,21.0
 monde,171,0.018254038572598233,2324.0,20.0
e pens,171,0.018254038572598233,1993.0,18.0
 espri,171,0.018254038572598233,2184.0,19.0
nt qu',171,0.018254038572598233,2294.0,21.0
r que ,171,0.018254038572598233,2937.0,61.0
ire qu,170,0.018147289809015785,2979.5,16.0
ue la ,170,0.018147289809015785,3114.5,31.0
ne peu,170,0.018147289809015785,1924.5,56.0
Projec,169,0.01804054104543334,158.0,5.0
roject,169,0.01804054104543334,158.0,6.0
Gutenb,169,0.01804054104543334,158.0,13.0
eux qu,169,0.01804054104543334,2529.0,47.0
mment ,169,0.01804054104543334,3124.0,16.0
plus d,169,0.01804054104543334,2505.0,14.0
e conn,169,0.01804054104543334,2140.0,25.0
 qui a,168,0.017933792281850894,3782.0,35.0
e même,168,0.017933792281850894,2919.0,21.0
it pas,168,0.017933792281850894,2838.0,55.0
 doute,167,0.01782704351826845,2756.0,16.0
est pa,167,0.01782704351826845,2800.0,40.0
e ne p,167,0.01782704351826845,2880.0,70.0
cause ,167,0.01782704351826845,909.0,22.0
ndemen,166,0.017720294754686006,1224.0,18.0
"ment
",166,0.017720294754686006,2936.5,68.0
consid,166,0.017720294754686006,1899.5,33.0
s pas ,166,0.017720294754686006,2532.0,25.0
"t, et ",164,0.017506797227521114,4236.5,23.0
sance ,164,0.017506797227521114,2100.5,18.0
imagin,164,0.017506797227521114,1393.0,17.0
trouve,164,0.017506797227521114,3355.5,18.0
"
les ",163,0.017400048463938667,3344.0,71.0
noissa,163,0.017400048463938667,2175.0,26.0
oissan,163,0.017400048463938667,2175.0,26.0
jours ,163,0.017400048463938667,3564.0,18.0
 consi,163,0.017400048463938667,2451.0,30.0
", c'es",163,0.017400048463938667,2245.0,53.0
ose qu,163,0.017400048463938667,1354.0,12.0
hiloso,162,0.017293299700356222,2121.5,24.0
ilosop,162,0.017293299700356222,2121.5,24.0
losoph,162,0.017293299700356222,2121.5,24.0
hommes,162,0.017293299700356222,1734.0,16.0
 d'une,162,0.017293299700356222,2546.0,18.0
t par ,162,0.017293299700356222,2553.5,14.0
llemen,162,0.017293299700356222,2527.0,15.0
rendre,162,0.017293299700356222,2677.0,51.0
 suis ,162,0.017293299700356222,1517.5,18.0
philos,161,0.017186550936773775,2101.0,24.0
s qu'i,161,0.017186550936773775,3204.0,44.0
nement,161,0.017186550936773775,2490.0,14.0
toujou,161,0.017186550936773775,3856.0,18.0
oujour,161,0.017186550936773775,3856.0,18.0
ujours,161,0.017186550936773775,3856.0,18.0
er de ,161,0.017186550936773775,3224.0,27.0
 de le,161,0.017186550936773775,2392.0,16.0
"e de
",160,0.017079802173191327,3759.0,73.0
. Mais,160,0.017079802173191327,3010.5,379.0
it que,160,0.017079802173191327,3548.5,9.0
e la c,160,0.017079802173191327,2856.0,15.0
homme ,159,0.016973053409608883,2244.0,41.0
 qui l,159,0.016973053409608883,3625.0,13.0
oint d,159,0.016973053409608883,3282.0,13.0
r des ,159,0.016973053409608883,2625.0,21.0
entre ,159,0.016973053409608883,2555.0,23.0
hose q,159,0.016973053409608883,1234.0,12.0
ns la ,158,0.016866304646026436,2908.0,18.0
qu'ils,158,0.016866304646026436,1127.5,17.0
 certa,158,0.016866304646026436,2306.0,42.0
était ,158,0.016866304646026436,792.0,16.0
      ,157,0.016759555882443992,0.0,0.0
ements,157,0.016759555882443992,2578.0,18.0
 leurs,157,0.016759555882443992,2036.0,15.0
 qui p,157,0.016759555882443992,2896.0,34.0
tincte,157,0.016759555882443992,946.0,62.0
e j'ai,157,0.016759555882443992,1627.0,32.0
tation,156,0.016652807118861544,2333.5,55.0
aison ,156,0.016652807118861544,3322.0,30.0
connoî,156,0.016652807118861544,2720.0,25.0
onnoît,156,0.016652807118861544,2720.0,25.0
nt en ,156,0.016652807118861544,2769.5,41.0
"tion, ",156,0.016652807118861544,2800.0,13.0
 lorsq,155,0.0165460583552791,2222.0,21.0
 que s,155,0.0165460583552791,3286.0,77.0
ent et,155,0.0165460583552791,2196.0,33.0
concev,155,0.0165460583552791,1479.0,17.0
 que t,155,0.0165460583552791,3300.0,30.0
d'une ,154,0.016439309591696656,2894.5,18.0
lques ,154,0.016439309591696656,3472.5,27.0
lusieu,154,0.016439309591696656,2824.0,18.0
usieur,154,0.016439309591696656,2824.0,18.0
istenc,154,0.016439309591696656,885.0,22.0
stence,154,0.016439309591696656,885.0,22.0
uvent ,154,0.016439309591696656,3335.0,32.0
eut-êt,153,0.01633256082811421,2673.0,136.0
ut-êtr,153,0.01633256082811421,2674.0,136.0
t-être,153,0.01633256082811421,2675.0,136.0
ments ,153,0.01633256082811421,2320.0,66.0
fectio,153,0.01633256082811421,1001.0,32.0
elleme,153,0.01633256082811421,2636.0,15.0
 d'un ,152,0.016225812064531765,2470.5,11.0
 laque,152,0.016225812064531765,2042.0,40.0
ons qu,152,0.016225812064531765,3300.0,80.0
et les,151,0.016119063300949317,3624.0,18.0
 de se,151,0.016119063300949317,2648.0,13.0
plusie,151,0.016119063300949317,2819.0,18.0
 de so,151,0.016119063300949317,3806.0,14.0
ent le,151,0.016119063300949317,3250.0,30.0
 la co,151,0.016119063300949317,3038.0,43.0
'exist,151,0.016119063300949317,974.0,22.0
les au,151,0.016119063300949317,3652.0,57.0
s dans,150,0.016012314537366873,2895.0,34.0
lque c,150,0.016012314537366873,2345.5,41.0
 les s,150,0.016012314537366873,2673.5,16.0
 que p,150,0.016012314537366873,3260.5,35.0
 je n',150,0.016012314537366873,1791.5,17.0
nt et ,149,0.015905565773784425,2566.0,33.0
ent pa,149,0.015905565773784425,3987.0,33.0
e pas ,149,0.015905565773784425,2906.0,32.0
ns de ,148,0.015798817010201978,3801.0,23.0
e ce q,148,0.015798817010201978,2811.5,19.0
ent en,148,0.015798817010201978,3766.5,14.0
 qu’il,148,0.015798817010201978,870.5,17.0
 Proje,147,0.015692068246619534,166.0,4.0
 idées,147,0.015692068246619534,1108.0,33.0
 des p,147,0.015692068246619534,3215.0,12.0
et qui,147,0.015692068246619534,4308.0,67.0
parfai,147,0.015692068246619534,1446.0,12.0
arfait,147,0.015692068246619534,1446.0,12.0
que ch,146,0.015585319483037086,2892.0,41.0
perfec,146,0.015585319483037086,874.5,32.0
erfect,146,0.015585319483037086,874.5,32.0
rfecti,146,0.015585319483037086,874.5,32.0
toute ,146,0.015585319483037086,3686.0,17.0
de ce ,146,0.015585319483037086,3205.0,19.0
 fort ,146,0.015585319483037086,2689.5,14.0
"


",145,0.015478570719454642,875.0,1.0
 qu'un,145,0.015478570719454642,2615.0,16.0
 les m,145,0.015478570719454642,3570.0,22.0
omment,145,0.015478570719454642,2675.0,19.0
ieurs ,145,0.015478570719454642,3261.0,18.0
corps ,145,0.015478570719454642,1397.0,29.0
