Symbol,Count,Frequency,MedianOccurence,MinOccurence
 re,1421,0.1516899930506555,398.0,5.0
mme,1418,0.15136974675990814,381.5,5.0
e t,1396,0.14902127396109435,412.0,5.0
sse,1395,0.14891452519751192,387.0,2.0
"es,",1393,0.148701027670347,379.0,7.0
dan,1390,0.14838078137959967,372.5,10.0
s e,1374,0.14667280116228054,398.0,6.0
 pl,1374,0.14667280116228054,398.5,6.0
pas,1359,0.14507156970854385,390.0,5.0
and,1353,0.14443107712704917,287.0,5.0
ten,1342,0.14325684072764228,333.5,9.0
 vo,1324,0.14133536298315824,235.0,4.0
onn,1319,0.14080161916524603,419.0,8.0
ute,1310,0.139840880293004,376.0,6.0
aut,1305,0.13930713647509177,412.0,5.0
plu,1305,0.13930713647509177,402.0,7.0
com,1297,0.13845314636643222,443.0,7.0
t e,1292,0.13791940254852,453.0,2.0
 fa,1289,0.13759915625777264,434.0,4.0
rai,1279,0.13653166862194818,382.0,4.0
ouv,1279,0.13653166862194818,416.0,5.0
t c,1272,0.13578442727687107,434.5,4.0
"
d",1270,0.1355709297497062,494.0,62.0
uel,1269,0.13546418098612373,391.0,6.0
lus,1264,0.1349304371682115,424.5,7.0
".
",1242,0.13258196436939768,493.0,3.0
nte,1241,0.13247521560581524,417.0,2.0
ens,1238,0.1321549693150679,387.0,6.0
si ,1232,0.13151447673357325,408.5,7.0
 d',1229,0.1311942304428259,347.0,6.0
"
p",1222,0.13044698909774877,505.5,63.0
ose,1216,0.12980649651625412,312.0,9.0
"
c",1212,0.1293795014619243,539.5,63.0
"t, ",1207,0.1288457576440121,470.0,3.0
ses,1199,0.12799176753535252,434.0,6.0
t a,1191,0.12713777742669297,529.0,6.0
 da,1190,0.1270310286631105,435.0,8.0
ieu,1187,0.1267107823723632,425.0,6.0
end,1176,0.12553654597295627,486.0,9.0
mai,1174,0.12532304844579137,513.0,5.0
cho,1165,0.12436230957354936,316.0,12.0
 sa,1163,0.12414881204638446,510.0,2.0
 av,1160,0.12382856575563714,459.0,5.0
'il,1152,0.12297457564697757,319.0,10.0
 su,1148,0.12254758059264778,468.0,5.0
 do,1142,0.1219070880111531,466.0,5.0
oin,1138,0.12148009295682331,452.5,7.0
n d,1120,0.1195586152123393,500.0,3.0
art,1114,0.11891812263084463,413.5,6.0
hos,1096,0.11699664488636059,312.0,12.0
e f,1088,0.11614265477770103,548.5,3.0
 si,1086,0.11592915725053615,510.5,2.0
as ,1079,0.11518191590545904,492.0,5.0
ble,1076,0.11486166961471168,537.5,9.0
ir ,1072,0.1144346745603819,530.0,5.0
rs ,1068,0.11400767950605212,475.0,6.0
 tr,1065,0.11368743321530479,483.0,8.0
ain,1059,0.1130469406338101,524.0,3.0
ure,1057,0.11283344310664523,485.0,6.0
'es,1047,0.11176595547082076,338.0,6.0
ux ,1046,0.1116592067072383,456.0,3.0
e a,1044,0.11144570918007342,584.5,3.0
enc,1036,0.11059171907141385,503.0,7.0
 me,1034,0.11037822154424895,359.0,2.0
u'i,1030,0.10995122648991917,390.0,11.0
 n',1029,0.10984447772633675,383.0,15.0
ren,1027,0.10963098019917185,522.0,4.0
e v,1026,0.1095242314355894,488.0,5.0
int,1011,0.10792299998185272,548.0,10.0
"es",999,0.10664201481886337,576.0,59.0
ère,997,0.10642851729169847,521.0,8.0
oir,995,0.10621501976453358,583.0,6.0
êtr,991,0.1057880247102038,466.0,7.0
nou,985,0.10514753212870911,194.0,4.0
nde,984,0.10504078336512666,541.5,9.0
", q",984,0.10504078336512666,615.5,8.0
"
l",978,0.104400290783632,631.5,65.0
urs,971,0.10365304943855487,543.0,5.0
r d,971,0.10365304943855487,634.0,6.0
rit,969,0.10343955191138998,539.0,9.0
e r,963,0.1027990593298953,636.0,5.0
té ,953,0.10173157169407086,580.0,5.0
moi,945,0.1008775815854113,461.0,6.0
 ou,943,0.1006640840582464,496.0,7.0
 ét,938,0.10013034024033415,537.0,3.0
air,934,0.09970334518600438,570.0,14.0
ati,929,0.09916960136809215,472.0,5.0
", d",924,0.09863585755017994,500.0,7.0
t s,918,0.09799536496868524,651.5,4.0
ces,918,0.09799536496868524,588.0,5.0
peu,918,0.09799536496868524,538.5,5.0
ou ,916,0.09778186744152037,398.5,7.0
fai,914,0.09756836991435547,565.5,11.0
pri,912,0.09735487238719058,548.0,8.0
uis,907,0.09682112856927834,452.0,10.0
eux,898,0.09586038969703634,582.0,4.0
roi,894,0.09543339464270656,493.5,2.0
utr,893,0.09532664587912411,565.0,7.0
ist,891,0.0951131483519592,368.0,13.0
avo,889,0.09489965082479432,538.0,14.0
 ca,887,0.09468615329762943,543.0,6.0
iss,882,0.0941524094797172,697.0,2.0
e. ,876,0.09351191689822252,570.0,24.0
ort,874,0.09329841937105764,682.5,5.0
sen,873,0.09319167060747519,460.0,11.0
ins,869,0.09276467555314541,675.0,3.0
uve,863,0.09212418297165073,592.0,5.0
",
",862,0.09201743420806828,763.0,14.0
san,862,0.09201743420806828,600.5,5.0
vou,857,0.09148369039015605,167.0,4.0
 fo,852,0.09094994657224383,669.0,10.0
s m,852,0.09094994657224383,598.0,5.0
 du,851,0.09084319780866137,549.0,5.0
rem,843,0.08998920770000181,615.0,4.0
pro,837,0.08934871511850714,709.0,8.0
ver,833,0.08892172006417735,707.0,6.0
mon,826,0.08817447871910024,608.0,8.0
 dé,813,0.08678674479252844,668.0,4.0
s n,811,0.08657324726536354,624.0,4.0
du ,807,0.08614625221103377,612.0,5.0
ême,806,0.08603950344745132,633.0,10.0
tte,802,0.08561250839312154,664.0,6.0
ett,801,0.08550575962953909,665.0,5.0
n p,798,0.08518551333879176,774.0,4.0
"
e",797,0.08507876457520931,740.0,64.0
ter,794,0.08475851828446197,718.5,5.0
ser,794,0.08475851828446197,684.0,6.0
pen,792,0.08454502075729708,547.5,13.0
soi,792,0.08454502075729708,543.5,3.0
ran,789,0.08422477446654975,572.0,5.0
cor,786,0.08390452817580239,543.0,8.0
a p,779,0.08315728683072529,763.0,7.0
"n
",779,0.08315728683072529,796.0,65.0
tan,779,0.08315728683072529,675.0,2.0
ine,777,0.08294378930356039,716.0,8.0
"
s",774,0.08262354301281305,809.5,64.0
mêm,771,0.08230329672206572,643.0,10.0
"re,",771,0.08230329672206572,767.0,9.0
ai ,769,0.08208979919490084,467.0,4.0
ass,768,0.08198305043131837,759.5,2.0
dit,760,0.08112906032265882,422.0,3.0
aus,760,0.08112906032265882,541.5,9.0
che,752,0.08027507021399925,583.5,3.0
ssi,747,0.07974132639608701,783.0,2.0
ité,746,0.07963457763250457,681.0,9.0
"r, ",744,0.07942108010533969,733.5,7.0
", c",738,0.078780587523845,740.5,9.0
ntr,736,0.0785670899966801,724.5,10.0
ave,732,0.07814009494235033,706.0,10.0
tro,730,0.07792659741518544,708.0,6.0
ess,728,0.07771309988802054,755.5,8.0
lui,728,0.07771309988802054,538.0,7.0
 a ,728,0.07771309988802054,687.5,7.0
anc,724,0.07728610483369076,699.5,9.0
car,720,0.07685910977936097,665.0,6.0
don,718,0.07664561225219609,764.0,9.0
ide,717,0.07653886348861363,418.0,10.0
rte,715,0.07632536596144875,618.0,13.0
 in,713,0.07611186843428386,564.0,8.0
cel,709,0.07568487337995407,731.0,14.0
ect,708,0.07557812461637163,253.5,9.0
", l",705,0.07525787832562429,708.0,6.0
ond,703,0.0750443807984594,674.0,9.0
ill,702,0.07493763203487697,487.0,8.0
e; ,702,0.07493763203487697,767.0,26.0
pre,702,0.07493763203487697,828.0,11.0
in ,699,0.07461738574412961,723.0,2.0
ite,698,0.07451063698054718,800.0,10.0
", s",695,0.07419039068979984,831.0,7.0
s. ,695,0.07419039068979984,674.0,39.0
"
q",694,0.0740836419262174,843.0,67.0
"
qu",694,0.0740836419262174,843.0,67.0
rie,693,0.07397689316263495,846.0,4.0
ers,692,0.0738701443990525,750.5,6.0
dis,689,0.07354989810830516,670.0,10.0
"
a",683,0.0729094055268105,933.0,59.0
", p",676,0.07216216418173337,829.0,6.0
"nt,",673,0.07184191789098603,827.0,13.0
mes,668,0.0713081740730738,730.5,10.0
n a,668,0.0713081740730738,899.5,4.0
cou,667,0.07120142530949135,825.0,7.0
for,667,0.07120142530949135,736.0,14.0
'un,666,0.07109467654590891,638.0,7.0
elq,666,0.07109467654590891,700.0,15.0
lqu,666,0.07109467654590891,700.0,15.0
t t,666,0.07109467654590891,921.0,5.0
nne,663,0.07077443025516157,861.0,8.0
per,663,0.07077443025516157,823.0,13.0
leu,661,0.07056093272799667,629.0,8.0
cet,653,0.0697069426193371,801.0,14.0
eu ,650,0.06938669632858978,788.5,4.0
 lu,650,0.06938669632858978,679.5,7.0
n e,650,0.06938669632858978,847.5,2.0
tai,649,0.06927994756500733,607.0,5.0
eut,648,0.06917319880142489,737.5,12.0
uss,644,0.0687462037470951,804.0,7.0
ée ,641,0.06842595745634776,481.0,6.0
"de",640,0.06831920869276531,991.0,52.0
idé,638,0.06810571116560042,358.0,9.0
s o,635,0.0677854648748531,767.0,6.0
 ex,632,0.06746521858410574,764.5,8.0
lem,629,0.06714497229335842,793.0,15.0
à l,628,0.06703822352977597,764.0,9.0
ste,623,0.06650447971186374,670.0,15.0
 êt,622,0.06639773094828129,695.5,7.0
rti,622,0.06639773094828129,763.0,7.0
l'e,620,0.0661842334211164,570.5,12.0
poi,620,0.0661842334211164,925.0,13.0
nsi,618,0.06597073589395151,816.0,9.0
tra,614,0.06554374083962172,881.5,5.0
l n,610,0.06511674578529195,844.0,15.0
cha,609,0.0650099970217095,859.0,7.0
"n, ",605,0.0645830019673797,916.0,6.0
é d,602,0.06426275567663238,895.5,5.0
ndi,602,0.06426275567663238,358.5,6.0
iqu,602,0.06426275567663238,762.0,8.0
 j',602,0.06426275567663238,393.0,14.0
n c,601,0.06415600691304993,929.0,11.0
éri,601,0.06415600691304993,904.0,7.0
ts ,598,0.0638357606223026,795.5,4.0
"nt",598,0.0638357606223026,979.5,66.0
 te,595,0.06351551433155525,877.0,8.0
s t,595,0.06351551433155525,939.0,5.0
nat,594,0.0634087655679728,628.5,9.0
abl,592,0.06319526804080791,968.5,16.0
"r
",589,0.06287502175006059,1059.0,64.0
ées,588,0.06276827298647814,745.0,6.0
'en,588,0.06276827298647814,707.5,9.0
ven,588,0.06276827298647814,905.5,4.0
ssa,586,0.06255477545931323,839.0,11.0
nd ,583,0.06223452916856591,657.0,5.0
i d,582,0.06212778040498346,1061.0,10.0
esp,582,0.06212778040498346,874.0,9.0
s f,581,0.06202103164140102,1008.0,4.0
 pu,581,0.06202103164140102,745.0,10.0
"a
",581,0.06202103164140102,1079.0,62.0
s i,581,0.06202103164140102,978.0,5.0
i e,578,0.061700785350653674,799.5,6.0
"
m",573,0.06116704153274144,1015.0,65.0
a c,572,0.061060292769159,899.5,12.0
tin,571,0.06095354400557655,572.0,7.0
e i,566,0.06041980018766433,801.0,9.0
au ,566,0.06041980018766433,904.5,2.0
nse,559,0.0596725588425872,853.0,13.0
s r,559,0.0596725588425872,864.0,6.0
sur,558,0.059565810079004765,866.5,6.0
 on,557,0.059459061315422314,968.0,12.0
app,556,0.05935231255183987,932.0,14.0
inc,551,0.05881856873392764,889.0,12.0
t à,550,0.0587118199703452,899.5,9.0
ez ,549,0.05860507120676275,556.0,5.0
use,548,0.058498322443180296,676.5,11.0
bie,541,0.05775108109810318,945.0,14.0
 vi,540,0.05764433233452073,844.5,7.0
onc,537,0.0573240860437734,840.0,4.0
sui,537,0.0573240860437734,748.0,11.0
dre,535,0.05711058851660851,926.0,7.0
 ai,535,0.05711058851660851,1053.0,6.0
ièr,533,0.05689709098944362,945.0,8.0
 Ca,533,0.05689709098944362,413.0,10.0
; e,530,0.056576844698696276,1088.0,32.0
ang,528,0.05636334717153139,521.0,5.0
ues,528,0.05636334717153139,1063.0,4.0
'ai,528,0.05636334717153139,515.0,11.0
cti,527,0.05625659840794894,703.0,9.0
ert,527,0.05625659840794894,1029.0,21.0
t i,526,0.05614984964436649,1189.0,2.0
 ré,525,0.05604310088078404,952.0,16.0
", i",524,0.055936352117201604,1129.5,7.0
dée,521,0.05561610582645426,327.0,9.0
r c,521,0.05561610582645426,1095.0,7.0
ive,520,0.05550935706287182,855.0,16.0
 mê,520,0.05550935706287182,965.5,13.0
tur,520,0.05550935706287182,876.0,20.0
lai,520,0.05550935706287182,825.0,19.0
ndr,519,0.05540260829928937,985.0,10.0
omp,519,0.05540260829928937,890.0,10.0
auc,518,0.055295859535706926,835.0,11.0
squ,516,0.05508236200854204,988.0,16.0
pui,516,0.05508236200854204,715.5,10.0
nco,515,0.05497561324495959,1041.0,7.0
éta,514,0.05486886448137715,796.5,7.0
t u,513,0.0547621157177947,1075.0,9.0
"
de",513,0.0547621157177947,1204.0,67.0
s; ,512,0.054655366954212255,1039.5,29.0
 ra,512,0.054655366954212255,1000.0,6.0
", j",512,0.054655366954212255,758.0,7.0
n s,509,0.054335120663464916,1292.0,3.0
pos,508,0.05422837189988247,941.0,10.0
", o",507,0.05412162313630002,1013.0,9.0
Die,506,0.05401487437271758,438.5,7.0
emb,505,0.05390812560913513,946.0,12.0
"i
",505,0.05390812560913513,1268.0,65.0
ava,504,0.05380137684555269,856.5,6.0
"i, ",504,0.05380137684555269,1010.5,8.0
nti,501,0.05348113055480535,1057.0,7.0
aux,500,0.0533743817912229,939.0,3.0
n q,499,0.05326763302764046,925.0,9.0
rès,498,0.05316088426405801,1159.5,13.0
u d,496,0.052947386736893115,1236.0,2.0
he ,492,0.05252039168256333,125.0,2.0
"
co",492,0.05252039168256333,1282.5,63.0
 th,490,0.052306894155398444,65.0,4.0
es.,490,0.052306894155398444,1171.0,42.0
ie ,489,0.052200145391816,1123.0,9.0
e à,487,0.05198664786465111,1251.0,7.0
rou,485,0.05177315033748622,1003.0,8.0
 y ,485,0.05177315033748622,992.0,11.0
i p,484,0.05166640157390377,1028.5,12.0
toi,483,0.05155965281032133,465.0,15.0
sem,483,0.05155965281032133,1045.0,20.0
l e,483,0.05155965281032133,1118.0,11.0
ule,481,0.05134615528315644,1104.0,12.0
ès ,479,0.051132657755991545,1119.0,13.0
nno,478,0.051025908992409094,870.0,15.0
iso,478,0.051025908992409094,1047.5,4.0
r e,477,0.05091916022882664,1408.0,10.0
 bi,475,0.050705662701661755,1180.0,12.0
a m,474,0.05059891393807931,1004.5,12.0
age,473,0.05049216517449686,1050.0,11.0
ore,472,0.05038541641091442,1184.5,11.0
u'e,470,0.05017191888374953,715.0,9.0
ls ,469,0.05006517012016708,569.0,3.0
 el,469,0.05006517012016708,770.0,11.0
eau,468,0.04995842135658464,968.5,7.0
i s,466,0.04974492382941975,1183.5,2.0
y a,466,0.04974492382941975,1089.5,23.0
 Di,465,0.0496381750658373,490.0,7.0
. C,463,0.049424677538672405,1202.0,25.0
vec,463,0.049424677538672405,1097.0,12.0
emp,461,0.04921118001150752,1209.0,8.0
 an,459,0.04899768248434262,312.0,3.0
d'a,459,0.04899768248434262,885.0,7.0
cun,454,0.048463938666430395,872.5,11.0
 ap,451,0.048143692375683056,1384.0,8.0
r s,450,0.04803694361210061,1325.5,3.0
atu,450,0.04803694361210061,872.0,20.0
 na,449,0.04793019484851817,806.0,9.0
", m",448,0.047823446084935724,1250.5,4.0
nts,445,0.047503199794188385,1157.0,9.0
l'a,445,0.047503199794188385,928.0,10.0
sti,444,0.04739645103060594,802.0,12.0
dem,444,0.04739645103060594,995.0,14.0
"
n",444,0.04739645103060594,1221.0,63.0
'au,443,0.047289702267023496,916.0,14.0
hom,442,0.047182953503441045,722.5,14.0
seu,439,0.046862707212693706,1114.0,12.0
gra,438,0.04675595844911126,1004.5,24.0
s u,437,0.04664920968552882,1436.0,6.0
eul,437,0.04664920968552882,1083.0,12.0
n l,437,0.04664920968552882,1168.0,9.0
s v,436,0.04654246092194637,1165.5,4.0
sou,434,0.04632896339478148,1105.5,6.0
vai,433,0.046222214631199035,509.0,7.0
fin,433,0.046222214631199035,1023.0,11.0
"re",432,0.04611546586761659,1256.5,55.0
a v,431,0.04600871710403414,1138.0,10.0
r q,431,0.04600871710403414,1197.0,23.0
 gr,430,0.045901968340451696,1058.5,26.0
ier,429,0.04579521957686925,1198.0,7.0
n'e,429,0.04579521957686925,924.0,15.0
ils,429,0.04579521957686925,483.0,13.0
vie,428,0.04568847081328681,1046.0,11.0
 ho,427,0.04558172204970436,963.0,7.0
j'a,427,0.04558172204970436,577.0,14.0
   ,426,0.04547497328612191,0.0,0.0
a d,426,0.04547497328612191,1166.5,5.0
", a",425,0.04536822452253947,1342.0,7.0
 li,425,0.04536822452253947,1072.0,14.0
 s',424,0.045261475758957025,1066.0,5.0
tem,422,0.04504797823179213,1194.0,8.0
n m,422,0.04504797823179213,955.5,18.0
 cr,420,0.04483448070462724,1218.0,13.0
ec ,419,0.0447277319410448,1209.0,12.0
e D,418,0.044620983177462346,677.5,12.0
Can,417,0.0445142344138799,330.0,10.0
