Symbol,Count,Frequency,MedianOccurence,MinOccurence
"ent",339,0.03618783085444913,1722.0,67.0
 cha,339,0.03618783085444913,1470.0,9.0
ues ,338,0.03608108209086668,1478.5,6.0
oins,338,0.03608108209086668,1377.5,13.0
étoi,337,0.03597433332728424,665.0,15.0
t to,337,0.03597433332728424,1892.0,16.0
 d'u,337,0.03597433332728424,1362.0,11.0
 the,336,0.03586758456370179,80.0,10.0
s pr,336,0.03586758456370179,1759.5,8.0
vers,336,0.03586758456370179,1377.0,16.0
le s,336,0.03586758456370179,1847.5,20.0
uis ,336,0.03586758456370179,967.0,10.0
"
que",336,0.03586758456370179,1561.5,70.0
 Can,336,0.03586758456370179,388.0,36.0
st p,335,0.035760835800119344,1391.0,17.0
roit,334,0.0356540870365369,1408.5,13.0
mmen,334,0.0356540870365369,1673.5,16.0
dist,333,0.035547338272954455,677.0,15.0
i qu,333,0.035547338272954455,1501.0,19.0
 ses,333,0.035547338272954455,919.0,11.0
ne d,333,0.035547338272954455,1779.0,13.0
"it
",333,0.035547338272954455,1536.0,67.0
on e,333,0.035547338272954455,1599.0,11.0
arte,332,0.03544058950937201,551.0,13.0
ées ,332,0.03544058950937201,1280.5,9.0
us d,332,0.03544058950937201,1465.0,12.0
us l,332,0.03544058950937201,1848.5,12.0
es o,331,0.03533384074578956,1386.0,7.0
ncor,331,0.03533384074578956,1648.0,20.0
"on, ",331,0.03533384074578956,1614.0,6.0
conc,330,0.035227091982207116,958.0,17.0
entr,329,0.03512034321862467,1824.0,23.0
core,328,0.03501359445504223,1678.0,20.0
voit,327,0.03490684569145978,675.0,15.0
sque,326,0.03480009692787733,1380.5,16.0
e di,326,0.03480009692787733,1577.5,31.0
ains,326,0.03480009692787733,1608.5,5.0
sans,326,0.03480009692787733,1565.0,11.0
cela,326,0.03480009692787733,1225.0,49.0
ours,325,0.03469334816429489,1732.0,11.0
 c'e,325,0.03469334816429489,1074.0,16.0
dire,324,0.034586599400712445,1499.0,13.0
"
de ",324,0.034586599400712445,1904.5,68.0
"e, q",324,0.034586599400712445,1898.5,8.0
on p,323,0.03447985063713,1725.0,18.0
 n'a,323,0.03447985063713,1222.0,18.0
"ns, ",323,0.03447985063713,1905.0,12.0
 voi,323,0.03447985063713,1707.0,14.0
se d,322,0.03437310187354755,1761.5,12.0
ents,321,0.0342663531099651,1565.0,11.0
"
le",320,0.034159604346382655,1779.0,68.0
ecti,320,0.034159604346382655,671.5,9.0
s ne,320,0.034159604346382655,1556.5,28.0
nt s,319,0.03405285558280021,2087.0,4.0
"e
d",318,0.03394610681921777,2010.5,67.0
de d,317,0.033839358055635316,1809.0,2.0
" et",317,0.033839358055635316,2091.0,65.0
"is, ",317,0.033839358055635316,1414.0,10.0
